ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
northeuralex-lav-HAND-2,northeuralex-lav-28_hand-2,northeuralex-lav,HAND,plauksta,blau̯kstɑ,b l au k s t ɑ,,,,,,
northeuralex-lav-PALMOFHAND-1,northeuralex-lav-29_palm-1,northeuralex-lav,PALMOFHAND,delna,dælnɑ,d æ l n ɑ,,,,,,
northeuralex-lav-PALMOFHAND-2,northeuralex-lav-29_palm-2,northeuralex-lav,PALMOFHAND,plauksta,blau̯kstɑ,b l au k s t ɑ,,,,,,
northeuralex-lav-FINGER-1,northeuralex-lav-30_finger-1,northeuralex-lav,FINGER,pirksts,pirksts,p i r k s t s,,,,,,
northeuralex-lav-FINGERNAIL-1,northeuralex-lav-31_fingernail-1,northeuralex-lav,FINGERNAIL,nags,nɑks,n ɑ k s,,,,,,
northeuralex-lav-TOE-1,northeuralex-lav-33_toe-1,northeuralex-lav,TOE,pirksts,pirksts,p i r k s t s,,,,,,
northeuralex-lav-FOOT-1,northeuralex-lav-34_foot-1,northeuralex-lav,FOOT,kāja,kɑːjɑ,k ɑː j ɑ,,,,,,
northeuralex-lav-HEEL-1,northeuralex-lav-35_heel-1,northeuralex-lav,HEEL,papēdis,pɑpeːdis,p ɑ p eː d i s,,,,,,
northeuralex-lav-KNEE-1,northeuralex-lav-36_knee-1,northeuralex-lav,KNEE,celis,t͡sɛlis,ts ɛ l i s,,,,,,
northeuralex-lav-UPPERLEGTHIGH-1,northeuralex-lav-37_thigh-1,northeuralex-lav,UPPERLEGTHIGH,ciska,t͡siskɑ,ts i s k ɑ,,,,,,
northeuralex-lav-UPPERLEGTHIGH-2,northeuralex-lav-37_thigh-2,northeuralex-lav,UPPERLEGTHIGH,augšstilbs,au̯kʃːtilps,au k ʃː t i l p s,,,,,,
northeuralex-lav-LEG-1,northeuralex-lav-38_leg-1,northeuralex-lav,LEG,kāja,kɑːjɑ,k ɑː j ɑ,,,,,,
northeuralex-lav-BODY-1,northeuralex-lav-39_body-1,northeuralex-lav,BODY,miesa,miɛ̯sɑ,m iɛ s ɑ,,,,,,
northeuralex-lav-BODY-2,northeuralex-lav-39_body-2,northeuralex-lav,BODY,ķermenis,cɛrmɛnis,c ɛ r m ɛ n i s,,,,,,
northeuralex-lav-SKIN-1,northeuralex-lav-40_skin-1,northeuralex-lav,SKIN,āda,ɑːdɑ,ɑː d ɑ,,,,,,
northeuralex-lav-VEIN-1,northeuralex-lav-42_vein-1,northeuralex-lav,VEIN,asinsvads,ɑsːinzvɑts,ɑ sː i n z v ɑ t s,,,,,,
northeuralex-lav-TENDON-1,northeuralex-lav-43_sinew-1,northeuralex-lav,TENDON,dzīsla,d͡ziːzlɑ,dz iː z l ɑ,,,,,,
northeuralex-lav-BONE-1,northeuralex-lav-44_bone-1,northeuralex-lav,BONE,kauls,kau̯ls,k au l s,,,,,,
northeuralex-lav-BRAIN-1,northeuralex-lav-45_brain-1,northeuralex-lav,BRAIN,smadzenes,zmɑd͡zɛnɛs,z m ɑ dz ɛ n ɛ s,,,,,,
northeuralex-lav-HEART-1,northeuralex-lav-46_heart-1,northeuralex-lav,HEART,sirds,sirts,s i r t s,,,,,,
northeuralex-lav-STOMACH-1,northeuralex-lav-47_stomach-1,northeuralex-lav,STOMACH,kuņģis,kuɲɟis,k u ɲ ɟ i s,,,,,,
northeuralex-lav-LIVER-1,northeuralex-lav-48_liver-1,northeuralex-lav,LIVER,aknas,ɑɡnɑs,ɑ g n ɑ s,,,,,,
northeuralex-lav-JOY-1,northeuralex-lav-212_joy-1,northeuralex-lav,JOY,prieks,briɛ̯ks,b r iɛ k s,,,,,,
northeuralex-lav-HAPPINESS-1,northeuralex-lav-214_happiness-1,northeuralex-lav,HAPPINESS,laime,lai̯mɛ,l ai m ɛ,,,,,,
northeuralex-lav-GRIEF-1,northeuralex-lav-215_grief-1,northeuralex-lav,GRIEF,bēdas,bæːdɑs,b æː d ɑ s,,,,,,
northeuralex-lav-GRIEF-2,northeuralex-lav-215_grief-2,northeuralex-lav,GRIEF,raizes,rai̯zɛs,r ai z ɛ s,,,,,,
northeuralex-lav-LONGINGWISH-1,northeuralex-lav-217_desire-1,northeuralex-lav,LONGINGWISH,kāre,kɑːrɛ,k ɑː r ɛ,,,,,,
northeuralex-lav-PAIN-1,northeuralex-lav-395_pain-1,northeuralex-lav,PAIN,sāpes,sɑːpɛs,s ɑː p ɛ s,,,,,,
northeuralex-lav-BLACK-1,northeuralex-lav-524_black-1,northeuralex-lav,BLACK,melns,mælns,m æ l n s,,,,,,
northeuralex-lav-WHITE-1,northeuralex-lav-525_white-1,northeuralex-lav,WHITE,balts,bɑlts,b ɑ l t s,,,,,,
northeuralex-lav-RED-1,northeuralex-lav-526_red-1,northeuralex-lav,RED,sarkans,sɑrkɑns,s ɑ r k ɑ n s,,,,,,
northeuralex-lav-YELLOW-1,northeuralex-lav-527_yellow-1,northeuralex-lav,YELLOW,dzeltens,d͡zæltæns,dz æ l t æ n s,,,,,,
northeuralex-lav-BLUE-1,northeuralex-lav-528_blue-1,northeuralex-lav,BLUE,zils,zils,z i l s,,,,,,
northeuralex-lav-GREEN-1,northeuralex-lav-529_green-1,northeuralex-lav,GREEN,zaļš,zɑʎʃ,z ɑ ʎ ʃ,,,,,,
northeuralex-lav-GREY-1,northeuralex-lav-530_grey-1,northeuralex-lav,GREY,pelēks,pælæːks,p æ l æː k s,,,,,,
northeuralex-isl-EYE-1,northeuralex-isl-1_eye-1,northeuralex-isl,EYE,auga,œyɣɑ,œ y ɣ ɑ,,,,,,
northeuralex-isl-EAR-1,northeuralex-isl-2_ear-1,northeuralex-isl,EAR,eyra,ɛirɑ,ɛi r ɑ,,,,,,
northeuralex-isl-NOSE-1,northeuralex-isl-3_nose-1,northeuralex-isl,NOSE,nef,nɛv,n ɛ v,,,,,,
northeuralex-isl-MOUTH-1,northeuralex-isl-4_mouth-1,northeuralex-isl,MOUTH,munnur,mʏnːʏr̥,m ʏ nː ʏ r̥,,,,,,
northeuralex-isl-TOOTH-1,northeuralex-isl-5_tooth-1,northeuralex-isl,TOOTH,tönn,tʰœnː,tʰ œ nː,,,,,,
northeuralex-isl-TONGUE-1,northeuralex-isl-6_tongue-1,northeuralex-isl,TONGUE,tunga,tʰuŋkɑ,tʰ u ŋ k ɑ,,,,,,
northeuralex-isl-LIP-1,northeuralex-isl-7_lip-1,northeuralex-isl,LIP,vör,vœr̥,v œ r̥,,,,,,
northeuralex-isl-CHEEK-1,northeuralex-isl-8_cheek-1,northeuralex-isl,CHEEK,kinn,cʰɪnː,cʰ ɪ nː,,,,,,
northeuralex-isl-CHEEK-2,northeuralex-isl-8_cheek-2,northeuralex-isl,CHEEK,vangi,vɑuɲcɪ,v ɑ u ɲ c ɪ,,,,,,
northeuralex-isl-FACE-1,northeuralex-isl-9_face-1,northeuralex-isl,FACE,andlit,ɑntlɪtʰ,ɑ n t l ɪ tʰ,,,,,,
northeuralex-isl-FOREHEAD-1,northeuralex-isl-10_forehead-1,northeuralex-isl,FOREHEAD,enni,ɛnːɪ,ɛ nː ɪ,,,,,,
northeuralex-isl-HAIR-1,northeuralex-isl-11_hair-1,northeuralex-isl,HAIR,hár,hɑur̥,h ɑ u r̥,,,,,,
northeuralex-isl-MOUSTACHE-1,northeuralex-isl-12_moustache-1,northeuralex-isl,MOUSTACHE,yfirskegg,ɪvɪr̥scɛɡk,ɪ v ɪ r̥ s c ɛ g k,,,,,,
northeuralex-isl-BEARD-1,northeuralex-isl-13_beard-1,northeuralex-isl,BEARD,skegg,scɛɡk,s c ɛ g k,,,,,,
northeuralex-isl-CHIN-1,northeuralex-isl-14_chin-1,northeuralex-isl,CHIN,haka,hɑkɑ,h ɑ k ɑ,,,,,,
northeuralex-isl-JAW-1,northeuralex-isl-15_jaw-1,northeuralex-isl,JAW,kjálki,cʰɑuʰl̥kɪ,cʰ ɑ u h l̥ k ɪ,,,,,,
northeuralex-isl-JAW-2,northeuralex-isl-15_jaw-2,northeuralex-isl,JAW,skoltur,skɔʰl̥tʏr̥,s k ɔ h l̥ t ʏ r̥,,,,,,
northeuralex-isl-THROAT-1,northeuralex-isl-16_throat-1,northeuralex-isl,THROAT,kverk,kvɛr̥k,k v ɛ r̥ k,,,,,,
northeuralex-isl-NECK-1,northeuralex-isl-17_neck-1,northeuralex-isl,NECK,háls,hɑuls,h ɑ u l s,,,,,,
northeuralex-isl-NAPEOFNECK-1,northeuralex-isl-18_nape-1,northeuralex-isl,NAPEOFNECK,hnakki,n̥ɑhkɪ,n̥ ɑ h k ɪ,,,,,,
northeuralex-isl-HEAD-1,northeuralex-isl-19_head-1,northeuralex-isl,HEAD,höfuð,hœvʏθ,h œ v ʏ θ,,,,,,
northeuralex-isl-BACK-1,northeuralex-isl-20_back-1,northeuralex-isl,BACK,hryggur,r̥ɪɡɡʏr̥,r̥ ɪ g g ʏ r̥,,,,,,
northeuralex-isl-BELLY-1,northeuralex-isl-21_belly-1,northeuralex-isl,BELLY,kviður,kvɪðʏr̥,k v ɪ ð ʏ r̥,,,,,,
northeuralex-isl-NAVEL-1,northeuralex-isl-22_navel-1,northeuralex-isl,NAVEL,nafli,nɑplɪ,n ɑ p l ɪ,,,,,,
northeuralex-isl-BREAST-1,northeuralex-isl-23_bosom-1,northeuralex-isl,BREAST,barmur,pɑrmʏr̥,p ɑ r m ʏ r̥,,,,,,
northeuralex-isl-CHEST-1,northeuralex-isl-24_breast-1,northeuralex-isl,CHEST,brjóst,prjoustʰ,p r j ou s tʰ,,,,,,
northeuralex-isl-SHOULDER-1,northeuralex-isl-25_shoulder-1,northeuralex-isl,SHOULDER,öxl,œxsl,œ x s l,,,,,,
northeuralex-isl-ARM-1,northeuralex-isl-26_arm-1,northeuralex-isl,ARM,armur,ɑrmʏr̥,ɑ r m ʏ r̥,,,,,,
northeuralex-isl-ELBOW-1,northeuralex-isl-27_elbow-1,northeuralex-isl,ELBOW,olnbogi,ɔlnpɔjɪ,ɔ l n p ɔ j ɪ,,,,,,
northeuralex-isl-HAND-1,northeuralex-isl-28_hand-1,northeuralex-isl,HAND,hönd,hœnt,h œ n t,,,,,,
northeuralex-isl-PALMOFHAND-1,northeuralex-isl-29_palm-1,northeuralex-isl,PALMOFHAND,lófi,louvɪ,l ou v ɪ,,,,,,
northeuralex-isl-FINGER-1,northeuralex-isl-30_finger-1,northeuralex-isl,FINGER,fingur,fɪŋkʏr̥,f ɪ ŋ k ʏ r̥,,,,,,
northeuralex-isl-FINGERNAIL-1,northeuralex-isl-31_fingernail-1,northeuralex-isl,FINGERNAIL,fingurnögl,fɪŋkʏrdnœkl,f ɪ ŋ k ʏ r d n œ k l,,,,,,
northeuralex-isl-TOE-1,northeuralex-isl-33_toe-1,northeuralex-isl,TOE,tá,tʰɑu,tʰ ɑ u,,,,,,
northeuralex-isl-FOOT-1,northeuralex-isl-34_foot-1,northeuralex-isl,FOOT,fótur,foutʏr̥,f ou t ʏ r̥,,,,,,
northeuralex-isl-HEEL-1,northeuralex-isl-35_heel-1,northeuralex-isl,HEEL,hæll,haɪtl̥,h a ɪ t l̥,,,,,,
northeuralex-isl-KNEE-1,northeuralex-isl-36_knee-1,northeuralex-isl,KNEE,kné,kʰnjɛ,kʰ n j ɛ,,,,,,
northeuralex-isl-UPPERLEGTHIGH-1,northeuralex-isl-37_thigh-1,northeuralex-isl,UPPERLEGTHIGH,læri,laɪrɪ,l a ɪ r ɪ,,,,,,
northeuralex-isl-LEG-1,northeuralex-isl-38_leg-1,northeuralex-isl,LEG,fótleggur,fouhtlɛɡɡʏr̥,f ou h t l ɛ g g ʏ r̥,,,,,,
northeuralex-isl-BODY-1,northeuralex-isl-39_body-1,northeuralex-isl,BODY,búkur,pukʏr̥,p u k ʏ r̥,,,,,,
northeuralex-isl-BODY-2,northeuralex-isl-39_body-2,northeuralex-isl,BODY,líkami,likɑmɪ,l i k ɑ m ɪ,,,,,,
northeuralex-isl-SKIN-1,northeuralex-isl-40_skin-1,northeuralex-isl,SKIN,húð,huθ,h u θ,,,,,,
northeuralex-isl-SKIN-2,northeuralex-isl-40_skin-2,northeuralex-isl,SKIN,skinn,scɪnː,s c ɪ nː,,,,,,
northeuralex-isl-VEIN-1,northeuralex-isl-42_vein-1,northeuralex-isl,VEIN,æð,aɪθ,a ɪ θ,,,,,,
northeuralex-isl-TENDON-1,northeuralex-isl-43_sinew-1,northeuralex-isl,TENDON,sin,sɪn,s ɪ n,,,,,,
northeuralex-isl-BONE-1,northeuralex-isl-44_bone-1,northeuralex-isl,BONE,bein,pɛin,p ɛi n,,,,,,
northeuralex-isl-BRAIN-1,northeuralex-isl-45_brain-1,northeuralex-isl,BRAIN,heili,hɛilɪ,h ɛi l ɪ,,,,,,
northeuralex-isl-HEART-1,northeuralex-isl-46_heart-1,northeuralex-isl,HEART,hjarta,çɑr̥tɑ,ç ɑ r̥ t ɑ,,,,,,
northeuralex-isl-STOMACH-1,northeuralex-isl-47_stomach-1,northeuralex-isl,STOMACH,magi,mɑiːjɪ,m ɑ iː j ɪ,,,,,,
northeuralex-isl-LIVER-1,northeuralex-isl-48_liver-1,northeuralex-isl,LIVER,lifur,lɪvʏr̥,l ɪ v ʏ r̥,,,,,,
northeuralex-isl-JOY-1,northeuralex-isl-212_joy-1,northeuralex-isl,JOY,gleði,klɛðɪ,k l ɛ ð ɪ,,,,,,
northeuralex-isl-HAPPINESS-1,northeuralex-isl-214_happiness-1,northeuralex-isl,HAPPINESS,gæfa,caɪvɑ,c a ɪ v ɑ,,,,,,
northeuralex-isl-GRIEF-1,northeuralex-isl-215_grief-1,northeuralex-isl,GRIEF,sorg,sɔrk,s ɔ r k,,,,,,
