ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	TAG	FAMILY
4848	chenhmongmien-EasternLuobuohe	ANUS	tə⁰²qʰuŋ⁵⁵qa⁵⁵	tə⁰²qʰuŋ⁵⁵qa⁵⁵	t ə ² + qʰ u ŋ ⁵⁵ + q a ⁵⁵		human body part	Hmong-Mien
4891	chenhmongmien-WesternLuobuohe	ANUS	tə⁰²qʰoŋ⁵⁵qɑ⁵⁵	tə⁰²qʰoŋ⁵⁵qɑ⁵⁵	t ə ² + qʰ o ŋ ⁵⁵ + q ɑ ⁵⁵		human body part	Hmong-Mien
4934	chenhmongmien-Chuanqiandian	ANUS	qʰau⁵⁵qua⁵⁵	qʰau⁵⁵qua⁵⁵	qʰ au ⁵⁵ + q w a ⁵⁵		human body part	Hmong-Mien
4977	chenhmongmien-CentralGuizhouChuanqiandian	ANUS	qʰõ¹³qu¹³	qʰõ¹³qu¹³	qʰ õ ¹³ + q u ¹³		human body part	Hmong-Mien
5020	chenhmongmien-SouthernGuizhouChuanqiandian	ANUS	ȵtɕoŋ⁵⁵ha⁴²	ȵtɕoŋ⁵⁵ha⁴²	ⁿtɕ o ŋ ⁵⁵ + h a ⁴²		human body part	Hmong-Mien
5064	chenhmongmien-NortheastYunnanChuanqiandian	ANUS	qʰo⁵⁵qa⁵⁵	qʰo⁵⁵qa⁵⁵	qʰ o ⁵⁵ + q a ⁵⁵		human body part	Hmong-Mien
5107	chenhmongmien-WesternXiangxi	ANUS	qʰu⁴⁴qɑ⁴⁴	qʰu⁴⁴qɑ⁴⁴	qʰ u ⁴⁴ + q ɑ ⁴⁴		human body part	Hmong-Mien
5150	chenhmongmien-EasternXiangxi	ANUS	qʰa⁵⁵qa⁵⁵	qʰa⁵⁵qa⁵⁵	qʰ a ⁵⁵ + q a ⁵⁵		human body part	Hmong-Mien
5193	chenhmongmien-NorthernQiandong	ANUS	qʰaŋ³⁵qa³⁵	qʰaŋ³⁵qa³⁵	qʰ a ŋ ³⁵ + q a ³⁵		human body part	Hmong-Mien
5236	chenhmongmien-EasternQiandong	ANUS	ho³³qa³³	ho³³qa³³	h o ³³ + q a ³³		human body part	Hmong-Mien
5280	chenhmongmien-SouthernQiandong	ANUS	qʰaŋ⁵³tso⁵³qo⁵³	qʰaŋ⁵³tso⁵³qo⁵³	qʰ a ŋ ⁵³ + ts o ⁵³ + q o ⁵³		human body part	Hmong-Mien
5367	chenhmongmien-WesternBaheng	ANUS	ʔa⁰³tɕaŋ³³qa³¹	ʔa⁰³tɕaŋ³³qa³¹	ʔ a ³ + tɕ a ŋ ³³ + q a ³¹		human body part	Hmong-Mien
5411	chenhmongmien-EasternBaheng	ANUS	qʰuŋ³¹³qa³¹³	qʰuŋ³¹³qa³¹³	qʰ u ŋ ³¹³ + q a ³¹³		human body part	Hmong-Mien
5454	chenhmongmien-Dongnu	ANUS	kʰa⁵³kɔ⁵³	kʰa⁵³kɔ⁵³	kʰ a ⁵³ + k ɔ ⁵³		human body part	Hmong-Mien
5497	chenhmongmien-Nunu	ANUS	ŋan³¹ka³³	ŋan³¹ka³³	ŋ a n ³¹ + k a ³³		human body part	Hmong-Mien
5583	chenhmongmien-Bana	ANUS	kʰuŋ⁴⁴pi⁵⁵kaŋ¹³	kʰuŋ⁴⁴pi⁵⁵kaŋ¹³	kʰ u ŋ ⁴⁴ + p i ⁵⁵ + k a ŋ ¹³		human body part	Hmong-Mien
5626	chenhmongmien-Younuo	ANUS	kʰaŋ³³kɒ³³ʔo⁵⁴	kʰaŋ³³kɒ³³ʔo⁵⁴	kʰ a ŋ ³³ + k ɒ ³³ + ʔ o ⁵⁴		human body part	Hmong-Mien
5670	chenhmongmien-She	ANUS	ka⁰³vu³⁵tjɔ³¹	ka⁰³vu³⁵tjɔ³¹	k a ³ + v u ³⁵ + t j ɔ ³¹		human body part	Hmong-Mien
5713	chenhmongmien-Jiongnai	ANUS	ŋjɒ⁵⁵mai⁵⁵	ŋjɒ⁵⁵mai⁵⁵	ŋ j ɒ ⁵⁵ + m ai ⁵⁵		human body part	Hmong-Mien
5756	chenhmongmien-Mien	ANUS	gai³¹kʰot⁵⁵	gai³¹kʰot⁵⁵	g ai ³¹ + kʰ o t ⁵⁵		human body part	Hmong-Mien
5800	chenhmongmien-KimMun	ANUS	ka⁰²dai⁵¹kʰwat¹¹	ka⁰²dai⁵¹kʰwat¹¹	k a ² + d ai ⁵¹ + kʰ w a t ¹¹		human body part	Hmong-Mien
5842	chenhmongmien-BiaoMin	ANUS	kɔ⁴²kʰwat⁵³	kɔ⁴²kʰwat⁵³	k ɔ ⁴² + kʰ w a t ⁵³		human body part	Hmong-Mien
5885	chenhmongmien-ZaoMin	ANUS	kai²⁴sin⁴⁴	kai²⁴sin⁴⁴	k ai ²⁴ + s i n ⁴⁴		human body part	Hmong-Mien
5929	kraftchadic-Angas	ANUS	bì̵dì̵r	bì̵dì̵r	b ɨ d ɨ r		human body part	Afro-Asiatic
5976	kraftchadic-Ankwe	ANUS	fùngi̵dɛy	fùngi̵dɛy	f u n g ɨ d ɛ j		human body part	Afro-Asiatic
6021	kraftchadic-Bacama	ANUS	govörùtɔ	govörùtɔ	g o v ø r u t ɔ		human body part	Afro-Asiatic
6065	kraftchadic-Bade	ANUS	sə́n	sə́n	s ə n		human body part	Afro-Asiatic
6112	kraftchadic-Banana	ANUS	usònà	usònà	u s o n a		human body part	Afro-Asiatic
6158	kraftchadic-Bananamouseye	ANUS	sul unnu	sul unnu	s u l + u n n u		human body part	Afro-Asiatic
6205	kraftchadic-Boka	ANUS	kòxpətə̀	kòxpətə̀	k o x p ə t ə		human body part	Afro-Asiatic
6249	kraftchadic-Bolewa	ANUS	bòdiɗi	bòdiɗi	b o d i ɗ i		human body part	Afro-Asiatic
6295	kraftchadic-Buli	ANUS	gì̵s	gì̵s	g ɨ s		human body part	Afro-Asiatic
6342	kraftchadic-Bura	ANUS	dzulum	dzulum	dz u l u m		human body part	Afro-Asiatic
6385	kraftchadic-Burma	ANUS	cɪrkùk	cɪrkùk	c ɪ r k u k		human body part	Afro-Asiatic
6431	kraftchadic-Cibak	ANUS	mwɔpùr̃zi	mwɔpùr̃zi	m w ɔ p u r̃ z i		human body part	Afro-Asiatic
6477	kraftchadic-Cip	ANUS	bì̵dɛr kì̵nɛs	bì̵dɛr kì̵nɛs	b ɨ d ɛ r + k ɨ n ɛ s		human body part	Afro-Asiatic
6523	kraftchadic-Daba	ANUS	wìlmə̀də̀bə	wìlmə̀də̀bə	w i l m ə d ə b ə		human body part	Afro-Asiatic
6567	kraftchadic-Dera	ANUS	bogùrò	bogùrò	b o g u r o		human body part	Afro-Asiatic
6614	kraftchadic-Dira	ANUS	šugusê	šugusê	ʃ u g u s e		human body part	Afro-Asiatic
6662	kraftchadic-Dwot	ANUS	fyar cì gùs	fyar cì gùs	f j a r + c i + g u s		human body part	Afro-Asiatic
6708	kraftchadic-Faligili	ANUS	mì̵tsɩ̀nì vɩ̀ɠi	mì̵tsɩ̀nì vɩ̀ɠi	m ɨ ts ɪ n i + v ɪ ɠ i		human body part	Afro-Asiatic
6755	kraftchadic-Falijilbu	ANUS	tovwâ mɔvùla	tovwâ mɔvùla	t o v w a + m ɔ v u l a		human body part	Afro-Asiatic
6801	kraftchadic-Falikiria	ANUS	mìyà ŋkʔulā	mìyà ŋkʔulā	m i j a + ŋ k ʔ u l a		human body part	Afro-Asiatic
6848	kraftchadic-Falimucella	ANUS	žìtu	žìtu	ʒ i t u		human body part	Afro-Asiatic
6894	kraftchadic-Faliwagira	ANUS	žɩ̀tɩn	žɩ̀tɩn	ʒ ɪ t ɪ n		human body part	Afro-Asiatic
6941	kraftchadic-Gaanda	ANUS	kwiɗukwə̀ta	kwiɗukwə̀ta	k w i ɗ u k w ə t a		human body part	Afro-Asiatic
6991	kraftchadic-Gava	ANUS	ɗul m̀bùr̃tà	ɗul m̀bùr̃tà	ɗ u l + m b u r̃ t a		human body part	Afro-Asiatic
7036	kraftchadic-Geji	ANUS	šušila	šušila	ʃ u ʃ i l a		human body part	Afro-Asiatic
7078	kraftchadic-Gera	ANUS	ɓùzumbumi	ɓùzumbumi	ɓ u z u m b u m i		human body part	Afro-Asiatic
7126	kraftchadic-Gude	ANUS	movùɗa madɔ̀ŋvwin	movùɗa madɔ̀ŋvwin	m o v u ɗ a + m a d ɔ ŋ v w i n		human body part	Afro-Asiatic
7173	kraftchadic-Gudu	ANUS	mwə́gwə́válà	mwə́gwə́válà	m w ə g w ə v a l a		human body part	Afro-Asiatic
7220	kraftchadic-Gabin	ANUS	ɗùkwə̀ta	ɗùkwə̀ta	ɗ u k w ə t a		human body part	Afro-Asiatic
7269	kraftchadic-Glvda	ANUS	ɣàya suxà	ɣàya suxà	ɣ a j a + s u x a		human body part	Afro-Asiatic
7316	kraftchadic-Hausa	ANUS	tsulìyā	tsulìyā	ts u l i j a		human body part	Afro-Asiatic
7363	kraftchadic-Higibaza	ANUS	màvur̃ɗà	màvur̃ɗà	m a v u r̃ ɗ a		human body part	Afro-Asiatic
7411	kraftchadic-Higifutu	ANUS	zùvu	zùvu	z u v u		human body part	Afro-Asiatic
7412	kraftchadic-Higifutu	ANUS	kwɔkwùnù wɣyè	kwɔkwùnù wɣyè	k w ɔ k w u n u + w ɣ j e		human body part	Afro-Asiatic
7453	kraftchadic-Higighye	ANUS	xì̵lὲ	xì̵lὲ	x ɨ l ɛ		human body part	Afro-Asiatic
7500	kraftchadic-Higikamale	ANUS	kwakwùnɛ	kwakwùnɛ	k w a k w u n ɛ		human body part	Afro-Asiatic
7548	kraftchadic-Higinkafa	ANUS	màvur̃ɗà	màvur̃ɗà	m a v u r̃ ɗ a		human body part	Afro-Asiatic
7598	kraftchadic-Hildi	ANUS	mavùɗcī	mavùɗcī	m a v u ɗ c i		human body part	Afro-Asiatic
7646	kraftchadic-Hwona	ANUS	kwaƚƚe	kwaƚƚe	k w a lˠ lˠ e		human body part	Afro-Asiatic
7690	kraftchadic-Karekare	ANUS	tòmə̀ ʔišè	tòmə̀ ʔišè	t o m ə + ʔ i ʃ e		human body part	Afro-Asiatic
7736	kraftchadic-Kilba	ANUS	mávɩ̀lībī	mávɩ̀lībī	m a v ɪ l i b i		human body part	Afro-Asiatic
7783	kraftchadic-Lamepeve	ANUS	zəra zu	zəra zu	z ə r a + z u		human body part	Afro-Asiatic
7830	kraftchadic-Mandara	ANUS	wàšùwe	wàšùwe	w a ʃ u w e		human body part	Afro-Asiatic
7877	kraftchadic-Margi	ANUS	mavì̵la	mavì̵la	m a v ɨ l a		human body part	Afro-Asiatic
7926	kraftchadic-Massa	ANUS	lɔʔɔtna	lɔʔɔtna	l ɔ ʔ ɔ t n a		human body part	Afro-Asiatic
7975	kraftchadic-Matakam	ANUS	vèvi vuzày	vèvi vuzày	v e v i + v u z a j		human body part	Afro-Asiatic
8023	kraftchadic-Mismezime	ANUS	ʒraso'd	ʒraso'd	ʒ r a s o ʔ d		human body part	Afro-Asiatic
8068	kraftchadic-Miya	ANUS	egɩ̀rveɗì	egɩ̀rveɗì	e g ɪ r v e ɗ i		human body part	Afro-Asiatic
8114	kraftchadic-Mwulyen	ANUS	gòvóɗótì	gòvóɗótì	g o v o ɗ o t i		human body part	Afro-Asiatic
8162	kraftchadic-Nakatsa	ANUS	ɗula suxwa	ɗula suxwa	ɗ u l a + s u x w a		human body part	Afro-Asiatic
8253	kraftchadic-Ngizim	ANUS	vùkshi	vùkshi	v u k s h i		human body part	Afro-Asiatic
8298	kraftchadic-Ngwaxi	ANUS	kwikìvì	kwikìvì	k w i k i v i		human body part	Afro-Asiatic
8339	kraftchadic-Njanye	ANUS	furpwàʔi	furpwàʔi	f u r p w a ʔ i		human body part	Afro-Asiatic
8421	kraftchadic-Piimdi	ANUS	gwìði	gwìði	g w i ð i		human body part	Afro-Asiatic
8465	kraftchadic-Plci	ANUS	šugì̵šš	šugì̵šš	ʃ u g ɨ ʃ ʃ		human body part	Afro-Asiatic
8510	kraftchadic-Seya	ANUS	di̵ŋgὺs	di̵ŋgὺs	d ɨ ŋ g ʊ s		human body part	Afro-Asiatic
8556	kraftchadic-Sura	ANUS	lùɗyes pùtèr̃ ɗyes	lùɗyes pùtèr̃ ɗyes	l u ɗ j e s + p u t e r̃ + ɗ j e s		human body part	Afro-Asiatic
8604	kraftchadic-Tangale	ANUS	àšondì	àšondì	a ʃ o n d i		human body part	Afro-Asiatic
8650	kraftchadic-Wamdiu	ANUS	movì̵ci	movì̵ci	m o v ɨ c i		human body part	Afro-Asiatic
8711	kraftchadic-Westmargi	ANUS	kwuɗufi	kwuɗufi	k w u ɗ u f i		human body part	Afro-Asiatic
8712	kraftchadic-Westmargi	ANUS	vintunfwi	vintunfwi	v i n t u n f w i		human body part	Afro-Asiatic
8779	kraftchadic-Zvana	ANUS	mbùr̃tù guvè	mbùr̃tù guvè	m b u r̃ t u + g u v e		human body part	Afro-Asiatic
636	northeuralex-fin	ARM	käsivarsi	kæsiʋɑrsi	k æ s i ʋ ɑ r s i		human body part	Uralic
703	northeuralex-krl	ARM	käsivarsi	kæsivɑrsi	k æ s i v ɑ r s i		human body part	Uralic
704	northeuralex-krl	ARM	käsi	kæsi	k æ s i		human body part	Uralic
767	northeuralex-olo	ARM	käzi	kæzi	k æ z i		human body part	Uralic
768	northeuralex-olo	ARM	käzivarzi	kæzivɑrzi	k æ z i v ɑ r z i		human body part	Uralic
837	northeuralex-vep	ARM	käzi	kæzi	k æ z i		human body part	Uralic
899	northeuralex-ekk	ARM	käsivars	kæsʲivɑrs	k æ sʲ i v ɑ r s		human body part	Uralic
961	northeuralex-liv	ARM	ke’ž	kɛˀʒ	k ɛ ʔ ʒ		human body part	Uralic
1025	northeuralex-sma	ARM	gïete	kɨɛtɛ	k ɨ ɛ t ɛ		human body part	Uralic
1093	northeuralex-smj	ARM	giehta	ɡi͡ɛhtɑ	g iɛ h t ɑ		human body part	Uralic
1161	northeuralex-sme	ARM	giehta	kiɛhtɑ	k i ɛ h t ɑ		human body part	Uralic
1225	northeuralex-smn	ARM	kietâ	kietɐ	k i e t ɐ		human body part	Uralic
1226	northeuralex-smn	ARM	kie'tâkaaṿâ	kietɐkɑːvɐ	k i e t ɐ k ɑː v ɐ		human body part	Uralic
1290	northeuralex-sms	ARM	ǩiõtt	c͡çiətːɐ	cç i ə tː ɐ		human body part	Uralic
1354	northeuralex-sjd	ARM	кӣдт	kiːdt	k iː d t		human body part	Uralic
1416	northeuralex-mrj	ARM	кид	kið	k i ð		human body part	Uralic
1480	northeuralex-mhr	ARM	кид	kid	k i d		human body part	Uralic
1545	northeuralex-mdf	ARM	кядь	kadʲ	k a dʲ		human body part	Uralic
1612	northeuralex-myv	ARM	кедь	kedʲ	k e dʲ		human body part	Uralic
1675	northeuralex-udm	ARM	суй	suj	s u j		human body part	Uralic
1737	northeuralex-koi	ARM	ки	ki	k i		human body part	Uralic
1803	northeuralex-kpv	ARM	ки	ki	k i		human body part	Uralic
1868	northeuralex-hun	ARM	kar	kɒr	k ɒ r		human body part	Uralic
1928	northeuralex-kca	ARM	ёш	joʃ	j o ʃ		human body part	Uralic
1988	northeuralex-mns	ARM	ка̄т	kaːt	k aː t		human body part	Uralic
2048	northeuralex-sel	ARM	уты	utɨ	u t ɨ		human body part	Uralic
2110	northeuralex-yrk	ARM	ӈуда	ŋudɑ	ŋ u d ɑ		human body part	Uralic
2169	northeuralex-enf	ARM	уза	uza	u z a		human body part	Uralic
2226	northeuralex-nio	ARM	дютү	dʲuty	dʲ u t y		human body part	Uralic
2290	northeuralex-ben	ARM	বাহু	baɦu	b a ɦ u		human body part	Indo-European
2365	northeuralex-hin	ARM	बाँह	bãːh	b ãː h		human body part	Indo-European
2366	northeuralex-hin	ARM	बाज़ू	baːzuː	b aː z uː		human body part	Indo-European
2450	northeuralex-pbu	ARM	لاس	lɑs	l ɑ s		human body part	Indo-European
2515	northeuralex-pes	ARM	بازو	bɒːzu	b ɒː z u		human body part	Indo-European
2583	northeuralex-kmr	ARM	çepil	t͡ʃɛpəl	tʃ ɛ p ə l		human body part	Indo-European
2644	northeuralex-oss	ARM	цонг	t͡sonɡ	ts o n g		human body part	Indo-European
2710	northeuralex-hye	ARM	թեւ	tʰɛv	tʰ ɛ v		human body part	Indo-European
2711	northeuralex-hye	ARM	բազուկ	bɑzuk	b ɑ z u k		human body part	Indo-European
2774	northeuralex-ell	ARM	χέρι	çeri	ç e r i		human body part	Indo-European
2775	northeuralex-ell	ARM	μπράτςο	bratso	b r a t s o		human body part	Indo-European
2844	northeuralex-sqi	ARM	krah	kɾah	k ɾ a h		human body part	Indo-European
2913	northeuralex-bul	ARM	ръка	rɤka	r ɤ k a		human body part	Indo-European
2980	northeuralex-hrv	ARM	ruka	rǔːka	r uː k a		human body part	Indo-European
3044	northeuralex-slv	ARM	rôka	ro˦ːka	r oː ⁴ k a		human body part	Indo-European
3106	northeuralex-slk	ARM	rameno	ramɛnɔ	r a m ɛ n ɔ		human body part	Indo-European
3169	northeuralex-ces	ARM	ruka	ruka	r u k a		human body part	Indo-European
3233	northeuralex-pol	ARM	ręka	ɾɛŋka	ɾ ɛ ŋ k a		human body part	Indo-European
3234	northeuralex-pol	ARM	ramię	ɾamiɛ̃	ɾ a m iɛ̃		human body part	Indo-European
3294	northeuralex-ukr	ARM	рука	rukɑ	r u k ɑ		human body part	Indo-European
3354	northeuralex-bel	ARM	рука	ruka	r u k a		human body part	Indo-European
3419	northeuralex-rus	ARM	рука	rukaˑ	r u k aˑ		human body part	Indo-European
3482	northeuralex-lit	ARM	ranka	rɐnkɑ̂	r ɐ n k ɑ		human body part	Indo-European
3547	northeuralex-lav	ARM	roka	ruɔ̯kɑ	r uɔ k ɑ		human body part	Indo-European
3548	northeuralex-lav	ARM	delms	dælms	d æ l m s		human body part	Indo-European
3613	northeuralex-isl	ARM	armur	ɑrmʏr̥	ɑ r m ʏ r̥		human body part	Indo-European
3676	northeuralex-nor	ARM	arm	ɑrm	ɑ r m		human body part	Indo-European
3739	northeuralex-swe	ARM	arm	arːm	a rː m		human body part	Indo-European
3799	northeuralex-dan	ARM	arm	ɑːˀʁm	ɑː ʔ ʁ m		human body part	Indo-European
3858	northeuralex-deu	ARM	Arm	aɐ̯m	aɐ m		human body part	Indo-European
3918	northeuralex-nld	ARM	arm	ɑrm	ɑ r m		human body part	Indo-European
3982	northeuralex-eng	ARM	arm	ɑːm	ɑː m		human body part	Indo-European
4043	northeuralex-gle	ARM	lámh	l̪ˠaːvˠ	l̪ˠ aː vˠ		human body part	Indo-European
4109	northeuralex-cym	ARM	braich	bra͡ɪχ	b r aɪ χ		human body part	Indo-European
4169	northeuralex-bre	ARM	brec'h	bʀeːx	b ʀ eː x		human body part	Indo-European
4228	northeuralex-lat	ARM	bracchium	brakːhɪʊ̃	b r a kː h ɪʊ̃		human body part	Indo-European
4291	northeuralex-fra	ARM	bras	bʁa	b ʁ a		human body part	Indo-European
4356	northeuralex-cat	ARM	braç	bɾas	b ɾ a s		human body part	Indo-European
4416	northeuralex-spa	ARM	brazo	bɾaθo	b ɾ a θ o		human body part	Indo-European
4481	northeuralex-por	ARM	braço	ˈbrasu	b r a s u		human body part	Indo-European
4546	northeuralex-ita	ARM	braccio	bratt͡ʃo	b r a t tʃ o		human body part	Indo-European
4613	northeuralex-ron	ARM	braț	brat͡s	b r a ts		human body part	Indo-European
4676	northeuralex-arb	ARM	ذراع	ðiraːʕ	ð i r aː ʕ		human body part	Afro-Asiatic
4737	northeuralex-heb	ARM	זרוע	zʁoʔa	z ʁ o ʔ a		human body part	Afro-Asiatic
4797	northeuralex-cmn	ARM	臂膀	pîpɑ̂̌ŋ	p i p ɑ ŋ		human body part	Sino-Tibetan
5938	kraftchadic-Angas	ARM	sar	sar	s a r		human body part	Afro-Asiatic
5985	kraftchadic-Ankwe	ARM	sà	sà	s a		human body part	Afro-Asiatic
6030	kraftchadic-Bacama	ARM	tùfὲy	tùfὲy	t u f ɛ j		human body part	Afro-Asiatic
6074	kraftchadic-Bade	ARM	ámə́n	ámə́n	a m ə n		human body part	Afro-Asiatic
6121	kraftchadic-Banana	ARM	kwə̀nə	kwə̀nə	k w ə n ə		human body part	Afro-Asiatic
6167	kraftchadic-Bananamouseye	ARM	pigino	pigino	p i g i n o		human body part	Afro-Asiatic
6214	kraftchadic-Boka	ARM	hàrə	hàrə	h a r ə		human body part	Afro-Asiatic
6258	kraftchadic-Bolewa	ARM	sər̃a	sər̃a	s ə r̃ a		human body part	Afro-Asiatic
6304	kraftchadic-Buli	ARM	a	a	a		human body part	Afro-Asiatic
6351	kraftchadic-Bura	ARM	tsi	tsi	ts i		human body part	Afro-Asiatic
6394	kraftchadic-Burma	ARM	wə̀m	wə̀m	w ə m		human body part	Afro-Asiatic
6440	kraftchadic-Cibak	ARM	tsəy	tsəy	ts ə j		human body part	Afro-Asiatic
6486	kraftchadic-Cip	ARM	sər	sər	s ə r		human body part	Afro-Asiatic
6532	kraftchadic-Daba	ARM	ðì̵ra	ðì̵ra	ð ɨ r a		human body part	Afro-Asiatic
6577	kraftchadic-Dera	ARM	arìk	arìk	a r i k		human body part	Afro-Asiatic
6578	kraftchadic-Dera	ARM	armù	armù	a r m u		human body part	Afro-Asiatic
6623	kraftchadic-Dira	ARM	ʔamè	ʔamè	ʔ a m e		human body part	Afro-Asiatic
6671	kraftchadic-Dwot	ARM	to	to	t o		human body part	Afro-Asiatic
6717	kraftchadic-Faligili	ARM	dùvwu	dùvwu	d u v w u		human body part	Afro-Asiatic
6764	kraftchadic-Falijilbu	ARM	cì̵vũ̀	cì̵vũ̀	c ɨ v ũ		human body part	Afro-Asiatic
6810	kraftchadic-Falikiria	ARM	pì̵là	pì̵là	p ɨ l a		human body part	Afro-Asiatic
6857	kraftchadic-Falimucella	ARM	cǐ	cǐ	c i		human body part	Afro-Asiatic
6903	kraftchadic-Faliwagira	ARM	bùrɩn cɩ̀yɩn	bùrɩn cɩ̀yɩn	b u r ɪ n + c ɪ j ɪ n		human body part	Afro-Asiatic
6950	kraftchadic-Gaanda	ARM	xhèr̃a	xhèr̃a	x h e r̃ a		human body part	Afro-Asiatic
7000	kraftchadic-Gava	ARM	dì̵và	dì̵và	d ɨ v a		human body part	Afro-Asiatic
7045	kraftchadic-Geji	ARM	aŋ	aŋ	a ŋ		human body part	Afro-Asiatic
7088	kraftchadic-Gera	ARM	sə̀rà	sə̀rà	s ə r a		human body part	Afro-Asiatic
7135	kraftchadic-Gude	ARM	cin	cin	c i n		human body part	Afro-Asiatic
7182	kraftchadic-Gudu	ARM	wà	wà	w a		human body part	Afro-Asiatic
7229	kraftchadic-Gabin	ARM	xère	xère	x e r e		human body part	Afro-Asiatic
7278	kraftchadic-Glvda	ARM	dì̵và	dì̵và	d ɨ v a		human body part	Afro-Asiatic
7325	kraftchadic-Hausa	ARM	hannū	hannū	h a n n u		human body part	Afro-Asiatic
7372	kraftchadic-Higibaza	ARM	pì̵là	pì̵là	p ɨ l a		human body part	Afro-Asiatic
7420	kraftchadic-Higifutu	ARM	dzi̵ɓù	dzi̵ɓù	dz ɨ ɓ u		human body part	Afro-Asiatic
7462	kraftchadic-Higighye	ARM	pì̵là	pì̵là	p ɨ l a		human body part	Afro-Asiatic
7509	kraftchadic-Higikamale	ARM	dzùvὲ	dzùvὲ	dz u v ɛ		human body part	Afro-Asiatic
7557	kraftchadic-Higinkafa	ARM	pì̵là	pì̵là	p ɨ l a		human body part	Afro-Asiatic
7607	kraftchadic-Hildi	ARM	tsi	tsi	ts i		human body part	Afro-Asiatic
7655	kraftchadic-Hwona	ARM	hàra	hàra	h a r a		human body part	Afro-Asiatic
7699	kraftchadic-Karekare	ARM	sàrâ	sàrâ	s a r a		human body part	Afro-Asiatic
7745	kraftchadic-Kilba	ARM	čí	čí	tʃ i		human body part	Afro-Asiatic
7792	kraftchadic-Lamepeve	ARM	ɓa	ɓa	ɓ a		human body part	Afro-Asiatic
7839	kraftchadic-Mandara	ARM	ʔurvà	ʔurvà	ʔ u r v a		human body part	Afro-Asiatic
7887	kraftchadic-Margi	ARM	tsi	tsi	ts i		human body part	Afro-Asiatic
7935	kraftchadic-Massa	ARM	gila atano	gila atano	g i l a + a t a n o		human body part	Afro-Asiatic
7936	kraftchadic-Massa	ARM	gila ata	gila ata	g i l a + a t a		human body part	Afro-Asiatic
7984	kraftchadic-Matakam	ARM	r̃i r̃ay	r̃i r̃ay	r̃ i + r̃ a j		human body part	Afro-Asiatic
8032	kraftchadic-Mismezime	ARM	'ba	'ba	ʔ b a		human body part	Afro-Asiatic
8077	kraftchadic-Miya	ARM	ki̵m	ki̵m	k ɨ m		human body part	Afro-Asiatic
8123	kraftchadic-Mwulyen	ARM	wáɗígí	wáɗígí	w a ɗ i g i		human body part	Afro-Asiatic
8171	kraftchadic-Nakatsa	ARM	dìva	dìva	d i v a		human body part	Afro-Asiatic
8216	kraftchadic-Ngamo	ARM	mbanò	mbanò	m b a n o		human body part	Afro-Asiatic
8261	kraftchadic-Ngizim	ARM	amày	amày	a m a j		human body part	Afro-Asiatic
8307	kraftchadic-Ngwaxi	ARM	tsê	tsê	ts e		human body part	Afro-Asiatic
8348	kraftchadic-Njanye	ARM	tivi	tivi	t i v i		human body part	Afro-Asiatic
8430	kraftchadic-Piimdi	ARM	hər̃	hər̃	h ə r̃		human body part	Afro-Asiatic
8474	kraftchadic-Plci	ARM	am̂	am̂	a m		human body part	Afro-Asiatic
8519	kraftchadic-Seya	ARM	tas	tas	t a s		human body part	Afro-Asiatic
8566	kraftchadic-Sura	ARM	paal	paal	p a a l		human body part	Afro-Asiatic
8567	kraftchadic-Sura	ARM	sar̃	sar̃	s a r̃		human body part	Afro-Asiatic
8612	kraftchadic-Tangale	ARM	har̃à	har̃à	h a r̃ a		human body part	Afro-Asiatic
8659	kraftchadic-Wamdiu	ARM	pi̵l	pi̵l	p ɨ l		human body part	Afro-Asiatic
8724	kraftchadic-Westmargi	ARM	cayi	cayi	c a j i		human body part	Afro-Asiatic
8725	kraftchadic-Westmargi	ARM	ce	ce	c e		human body part	Afro-Asiatic
8788	kraftchadic-Zvana	ARM	di̵và	di̵và	d ɨ v a		human body part	Afro-Asiatic
1	hantganbangime-Bankan_Tey	ARMPIT	ár kɛ́ndɛ̀	ár_kɛ́ndɛ̀	a r + k ɛ n d ɛ		human body part	Dogon
40	hantganbangime-Ben_Tey	ARMPIT	àr kɛ́lɛ̀	àr_kɛ́lɛ̀	a r + k ɛ l ɛ		human body part	Dogon
109	hantganbangime-Jamsay	ARMPIT	kì kàrá	kì_kàrá	k i + k a r a		human body part	Dogon
147	hantganbangime-Mombo	ARMPIT	kárá kárá súgù	kárá_kárá_súgù	k a r a + k a r a + s u g u		human body part	Dogon
185	hantganbangime-Najamba	ARMPIT	kà kàrâ: kùl	kà_kàrâ:_kùl	k a + k a r aː + k u l		human body part	Dogon
224	hantganbangime-Nanga	ARMPIT	ɛ̀rɛ̀ kɛ̀ndɛ̂	ɛ̀rɛ̀_kɛ̀ndɛ̂	ɛ r ɛ + k ɛ n d ɛ		human body part	Dogon
263	hantganbangime-Perge_Tegu	ARMPIT	kà kàrá	kà_kàrá	k a + k a r a		human body part	Dogon
301	hantganbangime-Tebul_Ure	ARMPIT	kà kàrá	kà_kàrá	k a + k a r a		human body part	Dogon
339	hantganbangime-Tiranige_Diga	ARMPIT	kàrà kàrà	kàrà_kàrà	k a r a + k a r a		human body part	Dogon
376	hantganbangime-Togo_Kan	ARMPIT	kà kàrá	kà_kàrá	k a + k a r a		human body part	Dogon
412	hantganbangime-Tommo_So	ARMPIT	ká kárú	ká_kárú	k a + k a r u		human body part	Dogon
