ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	TAG	FAMILY
1811	northeuralex-kpv	HEEL	кокбӧр	kokbər	k o k b ə r		human body part	Uralic
1876	northeuralex-hun	HEEL	sarok	ʃɒrok	ʃ ɒ r o k		human body part	Uralic
1936	northeuralex-kca	HEEL	ётлаӈ	jotlˈaŋ	j o t l a ŋ		human body part	Uralic
1997	northeuralex-mns	HEEL	юнга	junɣa	j u n ɣ a		human body part	Uralic
2057	northeuralex-sel	HEEL	лякцынь	ʎaktsɨɲ	ʎ a k t s ɨ ɲ		human body part	Uralic
2119	northeuralex-yrk	HEEL	еняд	jeːɲɑd	j eː ɲ ɑ d		human body part	Uralic
2176	northeuralex-enf	HEEL	дедзи	dʲɛdzi	dʲ ɛ d z i		human body part	Uralic
2236	northeuralex-nio	HEEL	бятә	bʲɐtə	bʲ ɐ t ə		human body part	Uralic
2298	northeuralex-ben	HEEL	গোড়ালি	ɡoɽali	g o ɽ a l i		human body part	Indo-European
2379	northeuralex-hin	HEEL	एड़ी	eːɽiː	eː ɽ iː		human body part	Indo-European
2458	northeuralex-pbu	HEEL	پونده	ˈpund̪a	p u n d̪ a		human body part	Indo-European
2523	northeuralex-pes	HEEL	پاشنه	pɒːʃne	p ɒː ʃ n e		human body part	Indo-European
2591	northeuralex-kmr	HEEL	pahnî	pahni	p a h n i		human body part	Indo-European
2652	northeuralex-oss	HEEL	зӕвӕт	zəvət	z ə v ə t		human body part	Indo-European
2719	northeuralex-hye	HEEL	գարշապար	ɡɑɾʃɑpɑɾ	g ɑ ɾ ʃ ɑ p ɑ ɾ		human body part	Indo-European
2783	northeuralex-ell	HEEL	φτέρνα	fterna	f t e r n a		human body part	Indo-European
2852	northeuralex-sqi	HEEL	thembër	θɛmbəɾ	θ ɛ m b ə ɾ		human body part	Indo-European
2923	northeuralex-bul	HEEL	пета	pɛta	p ɛ t a		human body part	Indo-European
2989	northeuralex-hrv	HEEL	peta	pɛ̌ːta	p ɛː t a		human body part	Indo-European
3052	northeuralex-slv	HEEL	pêta	pe˦ːta	p eː ⁴ t a		human body part	Indo-European
3114	northeuralex-slk	HEEL	päta	pæta	p æ t a		human body part	Indo-European
3177	northeuralex-ces	HEEL	pata	pata	p a t a		human body part	Indo-European
3242	northeuralex-pol	HEEL	pięta	piɛnta	p i ɛ n t a		human body part	Indo-European
3302	northeuralex-ukr	HEEL	п’ятка	pjɑtkɑ	p j ɑ t k ɑ		human body part	Indo-European
3362	northeuralex-bel	HEEL	пята	pʲata	pʲ a t a		human body part	Indo-European
3363	northeuralex-bel	HEEL	пятка	pʲatka	pʲ a t k a		human body part	Indo-European
3427	northeuralex-rus	HEEL	пята	pʲɪ|taˑ	pʲ ɪ t aˑ		human body part	Indo-European
3428	northeuralex-rus	HEEL	пятка	pʲaˑtkə	pʲ aˑ t k ə		human body part	Indo-European
3492	northeuralex-lit	HEEL	kulnas	kʊ̂ɫˑnɐs	k ʊ lˠˑ n ɐ s		human body part	Indo-European
3558	northeuralex-lav	HEEL	papēdis	pɑpeːdis	p ɑ p eː d i s		human body part	Indo-European
3621	northeuralex-isl	HEEL	hæll	haɪtl̥	h a ɪ t l̥		human body part	Indo-European
3684	northeuralex-nor	HEEL	hæl	heːl	h eː l		human body part	Indo-European
3747	northeuralex-swe	HEEL	häl	hɛːl	h ɛː l		human body part	Indo-European
3807	northeuralex-dan	HEEL	hæl	ˈhɛːˀl	h ɛː ʔ l		human body part	Indo-European
3866	northeuralex-deu	HEEL	Ferse	fɛɐ̯zə	f ɛɐ z ə		human body part	Indo-European
3926	northeuralex-nld	HEEL	hak	ɦɑk	ɦ ɑ k		human body part	Indo-European
3927	northeuralex-nld	HEEL	hiel	ɦiːl	ɦ iː l		human body part	Indo-European
3990	northeuralex-eng	HEEL	heel	hiːl	h iː l		human body part	Indo-European
4052	northeuralex-gle	HEEL	sáil	sˠaːlʲ	sˠ aː lʲ		human body part	Indo-European
4117	northeuralex-cym	HEEL	sawdl	sa͡ʊdl	s aʊ d l		human body part	Indo-European
4177	northeuralex-bre	HEEL	seul	søːl	s øː l		human body part	Indo-European
4236	northeuralex-lat	HEEL	calx	kaɫks	k a lˠ k s		human body part	Indo-European
4300	northeuralex-fra	HEEL	talon	taˈlɔ̃	t a l ɔ̃		human body part	Indo-European
4364	northeuralex-cat	HEEL	taló	t̪əɫo	t̪ ə lˠ o		human body part	Indo-European
4424	northeuralex-spa	HEEL	talón	talon	t a l o n		human body part	Indo-European
4490	northeuralex-por	HEEL	calcanhar	kaɫkaɲar	k a lˠ k a ɲ a r		human body part	Indo-European
4554	northeuralex-ita	HEEL	tallone	talːone	t a lː o n e		human body part	Indo-European
4555	northeuralex-ita	HEEL	calcagno	kalkaɲːo	k a l k a ɲː o		human body part	Indo-European
4621	northeuralex-ron	HEEL	călcâi	kəlkɨj	k ə l k ɨ j		human body part	Indo-European
4684	northeuralex-arb	HEEL	كعب	kaʕb	k a ʕ b		human body part	Afro-Asiatic
4745	northeuralex-heb	HEEL	עקב	akɛv	a k ɛ v		human body part	Afro-Asiatic
4805	northeuralex-cmn	HEEL	后跟	xə̂ʊ̯kə˦n	x ə ʊ k ə ⁴ n		human body part	Sino-Tibetan
20	hantganbangime-Bankan_Tey	HIP	dǒ:	dǒ:	d oː		human body part	Dogon
58	hantganbangime-Ben_Tey	HIP	dǒ:	dǒ:	d oː		human body part	Dogon
94	hantganbangime-Bunoge	HIP	kìbà	kìbà	k i b a		human body part	Dogon
128	hantganbangime-Jamsay	HIP	dɔ̌yⁿ	dɔ̌yⁿ	d ɔ j̃		human body part	Dogon
165	hantganbangime-Mombo	HIP	péŋgé-lí	péŋgé-lí	p e ŋ g e + l i		human body part	Dogon
204	hantganbangime-Najamba	HIP	tínì:-ŋgò	tínì:-ŋgò	t i n iː + ŋ g o		human body part	Dogon
243	hantganbangime-Nanga	HIP	dǒ:	dǒ:	d oː		human body part	Dogon
281	hantganbangime-Perge_Tegu	HIP	dɛ̌:ⁿ	dɛ̌:ⁿ	d ɛ̃ː		human body part	Dogon
320	hantganbangime-Tebul_Ure	HIP	dáŋgá:	dáŋgá:	d a ŋ g aː		human body part	Dogon
358	hantganbangime-Tiranige_Diga	HIP	dé:ŋgé	dé:ŋgé	d eː ŋ g e		human body part	Dogon
393	hantganbangime-Togo_Kan	HIP	dǐⁿ	dǐⁿ	d i		human body part	Dogon
431	hantganbangime-Tommo_So	HIP	kéú	kéú	k e u		human body part	Dogon
470	hantganbangime-Toro_Tegu	HIP	péŋó	péŋó	p e ŋ o		human body part	Dogon
509	hantganbangime-Yanda_Dom	HIP	dày	dày	d a j		human body part	Dogon
548	hantganbangime-Yorno_So	HIP	dǒm	dǒm	d o m		human body part	Dogon
586	hantganbangime-Penange	HIP	kíbá	kíbá	k i b a		human body part	Dogon
4866	chenhmongmien-EasternLuobuohe	INTESTINES	ʔa⁰²ȵi⁵⁵	ʔa⁰²ȵi⁵⁵	ʔ a ² + ȵ i ⁵⁵		human body part	Hmong-Mien
4909	chenhmongmien-WesternLuobuohe	INTESTINES	tə⁰²ȵ̥in⁵⁵	tə⁰²ȵ̥in⁵⁵	t ə ² + ȵ̊ i n ⁵⁵		human body part	Hmong-Mien
4952	chenhmongmien-Chuanqiandian	INTESTINES	ȵ̥o⁵⁵	ȵ̥o⁵⁵	ȵ̊ o ⁵⁵		human body part	Hmong-Mien
4995	chenhmongmien-CentralGuizhouChuanqiandian	INTESTINES	qə⁰²ȵ̥ə̃¹³	qə⁰²ȵ̥ə̃¹³	q ə ² + ȵ̊ ə̃ ¹³		human body part	Hmong-Mien
5039	chenhmongmien-SouthernGuizhouChuanqiandian	INTESTINES	ȵoŋ³²³	ȵoŋ³²³	ȵ o ŋ ³²³		human body part	Hmong-Mien
5082	chenhmongmien-NortheastYunnanChuanqiandian	INTESTINES	ʔa³³ȵ̥u⁵⁵	ʔa³³ȵ̥u⁵⁵	ʔ a ³³ + ȵ̊ u ⁵⁵		human body part	Hmong-Mien
5125	chenhmongmien-WesternXiangxi	INTESTINES	qo³⁵ɕe⁴⁴	qo³⁵ɕe⁴⁴	q o ³⁵ + ɕ e ⁴⁴		human body part	Hmong-Mien
5168	chenhmongmien-EasternXiangxi	INTESTINES	tɕʰi⁵⁵	tɕʰi⁵⁵	tɕʰ i ⁵⁵		human body part	Hmong-Mien
5211	chenhmongmien-NorthernQiandong	INTESTINES	qa³⁵qo³¹	qa³⁵qo³¹	q a ³⁵ + q o ³¹		human body part	Hmong-Mien
5254	chenhmongmien-EasternQiandong	INTESTINES	qa³³tsaŋ⁵³	qa³³tsaŋ⁵³	q a ³³ + ts a ŋ ⁵³		human body part	Hmong-Mien
5299	chenhmongmien-SouthernQiandong	INTESTINES	qo⁵³vi²⁴¹	qo⁵³vi²⁴¹	q o ⁵³ + v i ²⁴¹		human body part	Hmong-Mien
5342	chenhmongmien-WesternQiandong	INTESTINES	qa¹³puŋ¹³	qa¹³puŋ¹³	q a ¹³ + p u ŋ ¹³		human body part	Hmong-Mien
5386	chenhmongmien-WesternBaheng	INTESTINES	ŋ̥ŋ³¹	ŋ̥ŋ³¹	ŋ̊ ə ŋ ³¹		human body part	Hmong-Mien
5429	chenhmongmien-EasternBaheng	INTESTINES	heu³⁵ŋ̥ŋ³¹³	heu³⁵ŋ̥ŋ³¹³	h eu ³⁵ + ŋ̊ ə ŋ ³¹³		human body part	Hmong-Mien
5472	chenhmongmien-Dongnu	INTESTINES	ʔa⁰²ȵ̥oŋ⁵³	ʔa⁰²ȵ̥oŋ⁵³	ʔ a ² + ȵ̊ o ŋ ⁵³		human body part	Hmong-Mien
5515	chenhmongmien-Nunu	INTESTINES	ko³⁵paŋ¹³	ko³⁵paŋ¹³	k o ³⁵ + p a ŋ ¹³		human body part	Hmong-Mien
5558	chenhmongmien-Numao	INTESTINES	kau¹³	kau¹³	k au ¹³		human body part	Hmong-Mien
5601	chenhmongmien-Bana	INTESTINES	tɕʰon³¹³tsai⁰⁴	tɕʰon³¹³tsai⁰⁴	tɕʰ o n ³¹³ + ts ai ⁴		human body part	Hmong-Mien
5644	chenhmongmien-Younuo	INTESTINES	ŋ̥ŋ³³teu⁴⁴	ŋ̥ŋ³³teu⁴⁴	ŋ̊ ə ŋ ³³ + t eu ⁴⁴		human body part	Hmong-Mien
5688	chenhmongmien-She	INTESTINES	jɔ⁵⁵	jɔ⁵⁵	j ɔ ⁵⁵		human body part	Hmong-Mien
5731	chenhmongmien-Jiongnai	INTESTINES	ŋ̥jo⁵³	ŋ̥jo⁵³	ŋ j o ⁵³		human body part	Hmong-Mien
5775	chenhmongmien-Mien	INTESTINES	kaːŋ³¹	kaːŋ³¹	k aː ŋ ³¹		human body part	Hmong-Mien
5818	chenhmongmien-KimMun	INTESTINES	klaːŋ³³	klaːŋ³³	k l aː ŋ ³³		human body part	Hmong-Mien
5860	chenhmongmien-BiaoMin	INTESTINES	klaŋ³¹	klaŋ³¹	k l a ŋ ³¹		human body part	Hmong-Mien
5904	chenhmongmien-ZaoMin	INTESTINES	tɕaŋ⁵³	tɕaŋ⁵³	tɕ a ŋ ⁵³		human body part	Hmong-Mien
5923	kraftchadic-Angas	INTESTINES	mbùšàŋ	mbùšàŋ	m b u ʃ a ŋ		human body part	Afro-Asiatic
5970	kraftchadic-Ankwe	INTESTINES	pɛnbet	pɛnbet	p ɛ n b e t		human body part	Afro-Asiatic
6059	kraftchadic-Bade	INTESTINES	àdatə́n	àdatə́n	a d a t ə n		human body part	Afro-Asiatic
6106	kraftchadic-Banana	INTESTINES	lurə̀nà	lurə̀nà	l u r ə n a		human body part	Afro-Asiatic
6151	kraftchadic-Bananamouseye	INTESTINES	yɔrɔtna	yɔrɔtna	j ɔ r ɔ t n a		human body part	Afro-Asiatic
6199	kraftchadic-Boka	INTESTINES	xànfèɗaʔà	xànfèɗaʔà	x a n f e ɗ a ʔ a		human body part	Afro-Asiatic
6243	kraftchadic-Bolewa	INTESTINES	əzì	əzì	ə z i		human body part	Afro-Asiatic
6289	kraftchadic-Buli	INTESTINES	wət	wət	w ə t		human body part	Afro-Asiatic
6336	kraftchadic-Bura	INTESTINES	xyεl	xyεl	x j ɛ l		human body part	Afro-Asiatic
6379	kraftchadic-Burma	INTESTINES	wə̀ri	wə̀ri	w ə r i		human body part	Afro-Asiatic
6425	kraftchadic-Cibak	INTESTINES	ɣəy	ɣəy	ɣ ə j		human body part	Afro-Asiatic
6471	kraftchadic-Cip	INTESTINES	yìmɓut	yìmɓut	j i m ɓ u t		human body part	Afro-Asiatic
6517	kraftchadic-Daba	INTESTINES	wènji	wènji	w e n dʒ i		human body part	Afro-Asiatic
6561	kraftchadic-Dera	INTESTINES	ŋə̂y	ŋə̂y	ŋ ə j		human body part	Afro-Asiatic
6608	kraftchadic-Dira	INTESTINES	wəti	wəti	w ə t i		human body part	Afro-Asiatic
6656	kraftchadic-Dwot	INTESTINES	wət	wət	w ə t		human body part	Afro-Asiatic
6702	kraftchadic-Faligili	INTESTINES	xar̃	xar̃	x a r̃		human body part	Afro-Asiatic
6749	kraftchadic-Falijilbu	INTESTINES	ʔyajũ̂	ʔyajũ̂	ʔ j a dʒ ũ		human body part	Afro-Asiatic
6795	kraftchadic-Falikiria	INTESTINES	gɩ̀nuʔ	gɩ̀nuʔ	g ɪ n u ʔ		human body part	Afro-Asiatic
6842	kraftchadic-Falimucella	INTESTINES	ʔàgi	ʔàgi	ʔ a g i		human body part	Afro-Asiatic
6888	kraftchadic-Faliwagira	INTESTINES	manjevi̵n	manjevi̵n	m a n dʒ e v ɨ n		human body part	Afro-Asiatic
6935	kraftchadic-Gaanda	INTESTINES	wə̀nšarà	wə̀nšarà	w ə n ʃ a r a		human body part	Afro-Asiatic
6985	kraftchadic-Gava	INTESTINES	yə̀ndà	yə̀ndà	j ə n d a		human body part	Afro-Asiatic
7030	kraftchadic-Geji	INTESTINES	ɓotì	ɓotì	ɓ o t i		human body part	Afro-Asiatic
7072	kraftchadic-Gera	INTESTINES	həzə̀	həzə̀	h ə z ə		human body part	Afro-Asiatic
7120	kraftchadic-Gude	INTESTINES	ʔàgɩn	ʔàgɩn	ʔ a g ɪ n		human body part	Afro-Asiatic
7167	kraftchadic-Gudu	INTESTINES	súkàptsú	súkàptsú	s u k a p ts u		human body part	Afro-Asiatic
7214	kraftchadic-Gabin	INTESTINES	wə̀nsèwurè	wə̀nsèwurè	w ə n s e w u r e		human body part	Afro-Asiatic
7263	kraftchadic-Glvda	INTESTINES	ˀɩyàndà	ˀɩyàndà	ʔ ɪ j a n d a		human body part	Afro-Asiatic
7310	kraftchadic-Hausa	INTESTINES	hanjī	hanjī	h a n dʒ i		human body part	Afro-Asiatic
7357	kraftchadic-Higibaza	INTESTINES	xàři	xàři	x a ɽ i		human body part	Afro-Asiatic
7405	kraftchadic-Higifutu	INTESTINES	xə̀ri	xə̀ri	x ə r i		human body part	Afro-Asiatic
7447	kraftchadic-Higighye	INTESTINES	xàři	xàři	x a ɽ i		human body part	Afro-Asiatic
7494	kraftchadic-Higikamale	INTESTINES	xàři	xàři	x a ɽ i		human body part	Afro-Asiatic
7541	kraftchadic-Higinkafa	INTESTINES	xə̀ři	xə̀ři	x ə ɽ i		human body part	Afro-Asiatic
7591	kraftchadic-Hildi	INTESTINES	xalī	xalī	x a l i		human body part	Afro-Asiatic
7639	kraftchadic-Hwona	INTESTINES	haɗè	haɗè	h a ɗ e		human body part	Afro-Asiatic
7640	kraftchadic-Hwona	INTESTINES	haɗìya	haɗìya	h a ɗ i j a		human body part	Afro-Asiatic
7684	kraftchadic-Karekare	INTESTINES	ʔəzì	ʔəzì	ʔ ə z i		human body part	Afro-Asiatic
7730	kraftchadic-Kilba	INTESTINES	hálì	hálì	h a l i		human body part	Afro-Asiatic
7777	kraftchadic-Lamepeve	INTESTINES	dào rāotī	dào rāotī	d a o + r a o t i		human body part	Afro-Asiatic
7824	kraftchadic-Mandara	INTESTINES	br̃oguè nànjè	br̃oguè nànjè	b r̃ o g u e + n a n dʒ e		human body part	Afro-Asiatic
7870	kraftchadic-Margi	INTESTINES	ɣə̀nyi	ɣə̀nyi	ɣ ə n j i		human body part	Afro-Asiatic
7871	kraftchadic-Margi	INTESTINES	ɣàli	ɣàli	ɣ a l i		human body part	Afro-Asiatic
7920	kraftchadic-Massa	INTESTINES	rɔtna	rɔtna	r ɔ t n a		human body part	Afro-Asiatic
7969	kraftchadic-Matakam	INTESTINES	vwayaats vayts ńtwàt	vwayaats vayts ńtwàt	v w a j a a ts + v a j ts + n t w a t		human body part	Afro-Asiatic
8016	kraftchadic-Mismezime	INTESTINES	adolo	adolo	a d o l o		human body part	Afro-Asiatic
8062	kraftchadic-Miya	INTESTINES	əvòvù	əvòvù	ə v o v u		human body part	Afro-Asiatic
8108	kraftchadic-Mwulyen	INTESTINES	ʔέdì	ʔέdì	ʔ ɛ d i		human body part	Afro-Asiatic
8156	kraftchadic-Nakatsa	INTESTINES	yînda	yînda	j i n d a		human body part	Afro-Asiatic
8202	kraftchadic-Ngamo	INTESTINES	hàzî	hàzî	h a z i		human body part	Afro-Asiatic
8247	kraftchadic-Ngizim	INTESTINES	àndəɗ	àndəɗ	a n d ə ɗ		human body part	Afro-Asiatic
8292	kraftchadic-Ngwaxi	INTESTINES	šikutà	šikutà	ʃ i k u t a		human body part	Afro-Asiatic
8333	kraftchadic-Njanye	INTESTINES	tìtεki	tìtεki	t i t ɛ k i		human body part	Afro-Asiatic
8377	kraftchadic-Pero	INTESTINES	waɣɔ̀ʔ	waɣɔ̀ʔ	w a ɣ ɔ ʔ		human body part	Afro-Asiatic
8415	kraftchadic-Piimdi	INTESTINES	hèɗi	hèɗi	h e ɗ i		human body part	Afro-Asiatic
8459	kraftchadic-Plci	INTESTINES	wət	wət	w ə t		human body part	Afro-Asiatic
8550	kraftchadic-Sura	INTESTINES	lèyɓùt wullel	lèyɓùt wullel	l e j ɓ u t + w u l l e l		human body part	Afro-Asiatic
8598	kraftchadic-Tangale	INTESTINES	wayilis lahagò	wayilis lahagò	w a j i l i s + l a h a g o		human body part	Afro-Asiatic
8644	kraftchadic-Wamdiu	INTESTINES	hali	hali	h a l i		human body part	Afro-Asiatic
8699	kraftchadic-Westmargi	INTESTINES	xay	xay	x a j		human body part	Afro-Asiatic
8700	kraftchadic-Westmargi	INTESTINES	hənəgə̀	hənəgə̀	h ə n ə g ə		human body part	Afro-Asiatic
8773	kraftchadic-Zvana	INTESTINES	yandà	yandà	j a n d a		human body part	Afro-Asiatic
21	hantganbangime-Bankan_Tey	JAW	àndì: cìrⁿěyⁿ	àndì:_cìrⁿěyⁿ	a n d iː + tʃ i r̃ e j̃		human body part	Dogon
59	hantganbangime-Ben_Tey	JAW	áŋgí	áŋgí	a ŋ g i		human body part	Dogon
95	hantganbangime-Bunoge	JAW	ŋá:ŋà:	ŋá:ŋà:	ŋ aː ŋ aː		human body part	Dogon
129	hantganbangime-Jamsay	JAW	ɛ̀wⁿɛ́	ɛ̀wⁿɛ́	ɛ w̃ ɛ		human body part	Dogon
166	hantganbangime-Mombo	JAW	áwⁿà	áwⁿà	a w̃ a		human body part	Dogon
205	hantganbangime-Najamba	JAW	jà jà-gâ:	jà_jà-gâ:	dʒ a + dʒ a + g aː		human body part	Dogon
244	hantganbangime-Nanga	JAW	ǎŋ	ǎŋ	a ŋ		human body part	Dogon
282	hantganbangime-Perge_Tegu	JAW	áŋú	áŋú	a ŋ u		human body part	Dogon
321	hantganbangime-Tebul_Ure	JAW	àŋgǎ:	àŋgǎ:	a ŋ g aː		human body part	Dogon
359	hantganbangime-Tiranige_Diga	JAW	áná	áná	a n a		human body part	Dogon
394	hantganbangime-Togo_Kan	JAW	ɛ̀wⁿɛ́	ɛ̀wⁿɛ́	ɛ w̃ ɛ		human body part	Dogon
432	hantganbangime-Tommo_So	JAW	àŋgàà dúú	àŋgàà_dúú	a ŋ g aː + d uː		human body part	Dogon
471	hantganbangime-Toro_Tegu	JAW	kà pèŋgù-ró	kà_pèŋgù-ró	k a + p e ŋ g u + r o		human body part	Dogon
510	hantganbangime-Yanda_Dom	JAW	àŋgà	àŋgà	a ŋ g a		human body part	Dogon
549	hantganbangime-Yorno_So	JAW	àŋgǎ:ⁿ	àŋgǎ:ⁿ	a ŋ g ãː		human body part	Dogon
587	hantganbangime-Penange	JAW	ágá-lá	ágá-lá	a g a + l a		human body part	Dogon
622	northeuralex-fin	JAW	leukaluu	lɛʊkɑluː	l ɛ ʊ k ɑ l uː		human body part	Uralic
690	northeuralex-krl	JAW	leukaluu	lɛʊkɑluː	l ɛ ʊ k ɑ l uː		human body part	Uralic
753	northeuralex-olo	JAW	leuguluu	lɛʊɡʊluː	l ɛ ʊ g ʊ l uː		human body part	Uralic
825	northeuralex-vep	JAW	hambazlu	hɑmbɑzlʊ	h ɑ m b ɑ z l ʊ		human body part	Uralic
888	northeuralex-ekk	JAW	lõualuu	lɤuɑluː	l ɤ u ɑ l uː		human body part	Uralic
948	northeuralex-liv	JAW	kiņņõ	kiɲːə	k i ɲː ə		human body part	Uralic
949	northeuralex-liv	JAW	lȭgalū	lɨːɡɑluː	l ɨː g ɑ l uː		human body part	Uralic
1014	northeuralex-sma	JAW	gaejpie	kæːjpiɛ	k æː j p i ɛ		human body part	Uralic
1078	northeuralex-smj	JAW	oalol	u͡ɔɑlu͡ɔl	uɔ ɑ l uɔ l		human body part	Uralic
1079	northeuralex-smj	JAW	oaloldákte	u͡ɔɑlu͡ɔldaktɛ	uɔ ɑ l uɔ l d a k t ɛ		human body part	Uralic
1149	northeuralex-sme	JAW	gáibi	kaːjpi	k aː j p i		human body part	Uralic
1211	northeuralex-smn	JAW	uá'lultähti	u̯ælultæhti	uæ l u l t æ h t i		human body part	Uralic
1278	northeuralex-sms	JAW	vuâl'lõš	vuɐlləʃ	v u ɐ l l ə ʃ		human body part	Uralic
1342	northeuralex-sjd	JAW	вуаллнешш	vualːɲeʃː	v ua lː ɲ e ʃː		human body part	Uralic
1405	northeuralex-mrj	JAW	пӱ арата	py_ɑrɑtɑ	p y + ɑ r ɑ t ɑ		human body part	Uralic
1468	northeuralex-mhr	JAW	пӱйдӱ́ҥ	pyjdyˑŋ	p y j d yˑ ŋ		human body part	Uralic
1469	northeuralex-mhr	JAW	пӱйората́	pyjorɑtɑˑ	p y j o r ɑ t ɑˑ		human body part	Uralic
1533	northeuralex-mdf	JAW	саласка	salaska	s a l a s k a		human body part	Uralic
1600	northeuralex-myv	JAW	пейпакар	pejpakar	p e j p a k a r		human body part	Uralic
1601	northeuralex-myv	JAW	пейловажа	pejlovaʒa	p e j l o v a ʒ a		human body part	Uralic
1663	northeuralex-udm	JAW	ан	ɑn	ɑ n		human body part	Uralic
1664	northeuralex-udm	JAW	анлы	ɑnlɨ	ɑ n l ɨ		human body part	Uralic
1726	northeuralex-koi	JAW	ан	an	a n		human body part	Uralic
1789	northeuralex-kpv	JAW	черлы	t͡ɕerɫɨ	tɕ e r lˠ ɨ		human body part	Uralic
1790	northeuralex-kpv	JAW	алака лы	ɑɫɑkɑ_ɫɨ	ɑ lˠ ɑ k ɑ + lˠ ɨ		human body part	Uralic
1791	northeuralex-kpv	JAW	вомкӧтш лы	vomkət͡ʃ_ɫɨ	v o m k ə tʃ + lˠ ɨ		human body part	Uralic
1854	northeuralex-hun	JAW	állkapocs	aːlːkɒpot͡ʃ	aː lː k ɒ p o tʃ		human body part	Uralic
1918	northeuralex-kca	JAW	аӈаӈ	aŋaŋ	a ŋ a ŋ		human body part	Uralic
1977	northeuralex-mns	JAW	улысь	ulɪsʲ	u l ɪ sʲ		human body part	Uralic
2038	northeuralex-sel	JAW	өӄӄа	øqːa	ø qː a		human body part	Uralic
2098	northeuralex-yrk	JAW	няӈу	ɲɑŋu	ɲ ɑ ŋ u		human body part	Uralic
2214	northeuralex-nio	JAW	деӈказ̌әә	dʲeŋkɐðəː	dʲ e ŋ k ɐ ð əː		human body part	Uralic
2279	northeuralex-ben	JAW	চোয়াল	t͡ʃowal	tʃ o w a l		human body part	Indo-European
2348	northeuralex-hin	JAW	जबड़ा	d͡ʒəbɽaː	dʒ ə b ɽ aː		human body part	Indo-European
2438	northeuralex-pbu	JAW	جامه	ˈd͡ʒɑma	dʒ ɑ m a		human body part	Indo-European
2501	northeuralex-pes	JAW	فک	fækː	f æ kː		human body part	Indo-European
2502	northeuralex-pes	JAW	آرواره	ɒːɾwɒːɾe	ɒː ɾ w ɒː ɾ e		human body part	Indo-European
2570	northeuralex-kmr	JAW	arguşk	arɡʊʃk	a r g ʊ ʃ k		human body part	Indo-European
2633	northeuralex-oss	JAW	ӕфсӕр	əfsər	ə f s ə r		human body part	Indo-European
2697	northeuralex-hye	JAW	ծնոտ	t͡sənɔt	ts ə n ɔ t		human body part	Indo-European
2763	northeuralex-ell	JAW	σαγόνι	saɣoni	s a ɣ o n i		human body part	Indo-European
2830	northeuralex-sqi	JAW	nofull	nɔfʊɫ	n ɔ f ʊ lˠ		human body part	Indo-European
2901	northeuralex-bul	JAW	челюст	t͡ʃɛʎust	tʃ ɛ ʎ u s t		human body part	Indo-European
2966	northeuralex-hrv	JAW	čeljust	t͡ʃɛ̂ʎuːst	tʃ ɛ ʎ uː s t		human body part	Indo-European
3032	northeuralex-slv	JAW	čeljúst	t͡ʃɛlu˨ːst	tʃ ɛ l uː ² s t		human body part	Indo-European
3095	northeuralex-slk	JAW	čeľusť	t͡ʃɛʎusc	tʃ ɛ ʎ u s c		human body part	Indo-European
3156	northeuralex-ces	JAW	čelist	t͡ʃɛlɪst	tʃ ɛ l ɪ s t		human body part	Indo-European
3220	northeuralex-pol	JAW	czeluść	ʈ͡ʂɛluɕt͡ɕ	ʈʂ ɛ l u ɕ tɕ		human body part	Indo-European
3283	northeuralex-ukr	JAW	щелепа	ʂʈ͡ʂɛlɛpɑ	ʂ ʈʂ ɛ l ɛ p ɑ		human body part	Indo-European
3343	northeuralex-bel	JAW	сківіца	skivit͡sa	s k i v i ts a		human body part	Indo-European
3408	northeuralex-rus	JAW	челюсть	t͡ʃʲeˑlustʲ	tʃʲ eˑ l u s tʲ		human body part	Indo-European
3471	northeuralex-lit	JAW	žandikaulis	ʒɐndʲɪ̂kɒʊ̯ˑlʲɪs	ʒ ɐ n dʲ ɪ k ɒʊˑ lʲ ɪ s		human body part	Indo-European
3536	northeuralex-lav	JAW	žoklis	ʒuɔ̯ɡlis	ʒ uɔ g l i s		human body part	Indo-European
3601	northeuralex-isl	JAW	kjálki	cʰɑuʰl̥kɪ	cʰ ɑ u h l̥ k ɪ		human body part	Indo-European
3602	northeuralex-isl	JAW	skoltur	skɔʰl̥tʏr̥	s k ɔ h l̥ t ʏ r̥		human body part	Indo-European
3664	northeuralex-nor	JAW	kjeve	ˈçeːvə	ç eː v ə		human body part	Indo-European
3727	northeuralex-swe	JAW	käke	ɕɛːkə	ɕ ɛː k ə		human body part	Indo-European
3788	northeuralex-dan	JAW	kæbe	ˈkɛːbə	k ɛː b ə		human body part	Indo-European
3847	northeuralex-deu	JAW	Kiefer	kiːfɐ	k iː f ɐ		human body part	Indo-European
3906	northeuralex-nld	JAW	kaak	kaːk	k aː k		human body part	Indo-European
3969	northeuralex-eng	JAW	jaw	d͡ʒɔː	dʒ ɔː		human body part	Indo-European
4032	northeuralex-gle	JAW	giall	ɟɪəl̪ˠ	ɟ ɪ ə l̪ˠ		human body part	Indo-European
4097	northeuralex-cym	JAW	gên	ɡeːn	g eː n		human body part	Indo-European
4158	northeuralex-bre	JAW	javed	ʒɑːvɛt	ʒ ɑː v ɛ t		human body part	Indo-European
4217	northeuralex-lat	JAW	mala	maːɫa	m aː lˠ a		human body part	Indo-European
